,precision,recall,f1-score,support
"
",0.0,0.0,0.0,0.0
"

",0.0,0.0,0.0,0.0
4863,0.0,0.0,0.0,0.0
4866,0.0,0.0,0.0,0.0
4868,0.0,0.0,0.0,0.0
48690,0.0,0.0,0.0,0.0
4869x3897,0.0,0.0,0.0,0.0
487,0.0,0.0,0.0,0.0
487)834,0.0,0.0,0.0,0.0
487.965.9403,0.0,0.0,0.0,0.0
4870x290,0.0,0.0,0.0,0.0
487104938,0.0,0.0,0.0,0.0
48718,0.0,0.0,0.0,0.0
48746,0.0,0.0,0.0,0.0
4874x15748,0.0,0.0,0.0,0.0
488,0.0,0.0,0.0,0.0
48801,0.0,0.0,0.0,0.0
48803,0.0,0.0,0.0,0.0
4881,0.0,0.0,0.0,0.0
4882,0.0,0.0,0.0,0.0
48826,0.0,0.0,0.0,0.0
48835,0.0,0.0,0.0,0.0
4887x88487,0.0,0.0,0.0,0.0
4889x8396,0.0,0.0,0.0,0.0
489,0.0,0.0,0.0,0.0
489)497,0.0,0.0,0.0,0.0
4891V,0.0,0.0,0.0,0.0
4892,0.0,0.0,0.0,0.0
4894,0.0,0.0,0.0,0.0
48952,0.0,0.0,0.0,0.0
48958,0.0,0.0,0.0,0.0
48964,0.0,0.0,0.0,0.0
48AJ211,0.0,0.0,0.0,0.0
48MF5,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0
490,0.0,0.0,0.0,0.0
490)956,0.0,0.0,0.0,0.0
490.363.6592,0.0,0.0,0.0,0.0
4901,0.0,0.0,0.0,0.0
4903,0.0,0.0,0.0,0.0
49034,0.0,0.0,0.0,0.0
49040,0.0,0.0,0.0,0.0
4907,0.0,0.0,0.0,0.0
49081,0.0,0.0,0.0,0.0
491,0.0,0.0,0.0,0.0
491.498.8160,0.0,0.0,0.0,0.0
491.853.1458,0.0,0.0,0.0,0.0
4911,0.0,0.0,0.0,0.0
49115,0.0,0.0,0.0,0.0
49140,0.0,0.0,0.0,0.0
4914x68984,0.0,0.0,0.0,0.0
4915634579,0.0,0.0,0.0,0.0
49161,0.0,0.0,0.0,0.0
4917x7549,0.0,0.0,0.0,0.0
49182,0.0,0.0,0.0,0.0
492,0.0,0.0,0.0,0.0
492)735,0.0,0.0,0.0,0.0
492)796,0.0,0.0,0.0,0.0
4923,0.0,0.0,0.0,0.0
4924,0.0,0.0,0.0,0.0
49257,0.0,0.0,0.0,0.0
4926,0.0,0.0,0.0,0.0
4929,0.0,0.0,0.0,0.0
4929x921,0.0,0.0,0.0,0.0
493,0.0,0.0,0.0,0.0
493)765,0.0,0.0,0.0,0.0
49300,0.0,0.0,0.0,0.0
4933x834,0.0,0.0,0.0,0.0
494,0.0,0.0,0.0,0.0
494)832,0.0,0.0,0.0,0.0
494)990,0.0,0.0,0.0,0.0
4940x4525,0.0,0.0,0.0,0.0
4941,0.0,0.0,0.0,0.0
49417,0.0,0.0,0.0,0.0
49427,0.0,0.0,0.0,0.0
4943,0.0,0.0,0.0,0.0
4945,0.0,0.0,0.0,0.0
4945x43397,0.0,0.0,0.0,0.0
49471,0.0,0.0,0.0,0.0
49472,0.0,0.0,0.0,0.0
494878366,0.0,0.0,0.0,0.0
495,0.0,0.0,0.0,0.0
495)228,0.0,0.0,0.0,0.0
495)569,0.0,0.0,0.0,0.0
49524,0.0,0.0,0.0,0.0
49539,0.0,0.0,0.0,0.0
49556,0.0,0.0,0.0,0.0
4958,0.0,0.0,0.0,0.0
49585,0.0,0.0,0.0,0.0
496,0.0,0.0,0.0,0.0
49601,0.0,0.0,0.0,0.0
49608,0.0,0.0,0.0,0.0
49632,0.0,0.0,0.0,0.0
4963x72621,0.0,0.0,0.0,0.0
49652,0.0,0.0,0.0,0.0
49656,0.0,0.0,0.0,0.0
4966,0.0,0.0,0.0,0.0
49661,0.0,0.0,0.0,0.0
4968,0.0,0.0,0.0,0.0
49683,0.0,0.0,0.0,0.0
4969,0.0,0.0,0.0,0.0
497,0.0,0.0,0.0,0.0
497.626.6679x214,0.0,0.0,0.0,0.0
4971x40204,0.0,0.0,0.0,0.0
4973,0.0,0.0,0.0,0.0
4974,0.0,0.0,0.0,0.0
49747,0.0,0.0,0.0,0.0
49765,0.0,0.0,0.0,0.0
4977x766,0.0,0.0,0.0,0.0
4978x32941,0.0,0.0,0.0,0.0
4979,0.0,0.0,0.0,0.0
498,0.0,0.0,0.0,0.0
498)517,0.0,0.0,0.0,0.0
49814,0.0,0.0,0.0,0.0
4982,0.0,0.0,0.0,0.0
49845,0.0,0.0,0.0,0.0
4984x35853,0.0,0.0,0.0,0.0
4985,0.0,0.0,0.0,0.0
4986917684,0.0,0.0,0.0,0.0
499,0.0,0.0,0.0,0.0
499)583,0.0,0.0,0.0,0.0
499.754.6771,0.0,0.0,0.0,0.0
49900,0.0,0.0,0.0,0.0
49914,0.0,0.0,0.0,0.0
49918,0.0,0.0,0.0,0.0
4992x593,0.0,0.0,0.0,0.0
4995,0.0,0.0,0.0,0.0
4997,0.0,0.0,0.0,0.0
49994,0.0,0.0,0.0,0.0
4A,0.0,0.0,0.0,0.0
4DX,0.0,0.0,0.0,0.0
4IU,0.0,0.0,0.0,0.0
4O,0.0,0.0,0.0,0.0
4QBH,0.0,0.0,0.0,0.0
4QE,0.0,0.0,0.0,0.0
4VB,0.0,0.0,0.0,0.0
4W5LUL,0.0,0.0,0.0,0.0
4XL,0.0,0.0,0.0,0.0
4Z844,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.0
50011,0.0,0.0,0.0,0.0
50024,0.0,0.0,0.0,0.0
500497839,0.0,0.0,0.0,0.0
5007,0.0,0.0,0.0,0.0
50073,0.0,0.0,0.0,0.0
50084,0.0,0.0,0.0,0.0
50087,0.0,0.0,0.0,0.0
5008x3754,0.0,0.0,0.0,0.0
501,0.0,0.0,0.0,0.0
501)573,0.0,0.0,0.0,0.0
501.266.0350x971,0.0,0.0,0.0,0.0
501.604.0880x52333,0.0,0.0,0.0,0.0
5010,0.0,0.0,0.0,0.0
5010x574,0.0,0.0,0.0,0.0
5011x6738,0.0,0.0,0.0,0.0
50131,0.0,0.0,0.0,0.0
5014,0.0,0.0,0.0,0.0
5015,0.0,0.0,0.0,0.0
50156,0.0,0.0,0.0,0.0
5016,0.0,0.0,0.0,0.0
50179,0.0,0.0,0.0,0.0
50182,0.0,0.0,0.0,0.0
502,0.0,0.0,0.0,0.0
50205,0.0,0.0,0.0,0.0
5021x0707,0.0,0.0,0.0,0.0
50223,0.0,0.0,0.0,0.0
5022x37506,0.0,0.0,0.0,0.0
5023,0.0,0.0,0.0,0.0
50230,0.0,0.0,0.0,0.0
5025,0.0,0.0,0.0,0.0
50250,0.0,0.0,0.0,0.0
5025x881,0.0,0.0,0.0,0.0
50264,0.0,0.0,0.0,0.0
50269,0.0,0.0,0.0,0.0
50270,0.0,0.0,0.0,0.0
503,0.0,0.0,0.0,0.0
503.338.4413,0.0,0.0,0.0,0.0
50308,0.0,0.0,0.0,0.0
50323,0.0,0.0,0.0,0.0
5035,0.0,0.0,0.0,0.0
5036,0.0,0.0,0.0,0.0
503810913,0.0,0.0,0.0,0.0
5039x5491,0.0,0.0,0.0,0.0
504,0.0,0.0,0.0,0.0
504.334.7044,0.0,0.0,0.0,0.0
504108263,0.0,0.0,0.0,0.0
5044,0.0,0.0,0.0,0.0
50446,0.0,0.0,0.0,0.0
5045,0.0,0.0,0.0,0.0
5046512672,0.0,0.0,0.0,0.0
5047315220,0.0,0.0,0.0,0.0
50487,0.0,0.0,0.0,0.0
504D,0.0,0.0,0.0,0.0
505,0.0,0.0,0.0,0.0
505)280,0.0,0.0,0.0,0.0
505)876,0.0,0.0,0.0,0.0
50500,0.0,0.0,0.0,0.0
50517,0.0,0.0,0.0,0.0
50525,0.0,0.0,0.0,0.0
5053269306,0.0,0.0,0.0,0.0
50548,0.0,0.0,0.0,0.0
5054x9368,0.0,0.0,0.0,0.0
5055x1318,0.0,0.0,0.0,0.0
50570,0.0,0.0,0.0,0.0
5057550397,0.0,0.0,0.0,0.0
5058,0.0,0.0,0.0,0.0
5058711842,0.0,0.0,0.0,0.0
506,0.0,0.0,0.0,0.0
506)775,0.0,0.0,0.0,0.0
506.436.4545,0.0,0.0,0.0,0.0
506.950.8318x30852,0.0,0.0,0.0,0.0
5060,0.0,0.0,0.0,0.0
5061,0.0,0.0,0.0,0.0
50623,0.0,0.0,0.0,0.0
5062x2944,0.0,0.0,0.0,0.0
5064,0.0,0.0,0.0,0.0
5065,0.0,0.0,0.0,0.0
5067x8088,0.0,0.0,0.0,0.0
50687,0.0,0.0,0.0,0.0
507,0.0,0.0,0.0,0.0
507)978,0.0,0.0,0.0,0.0
50719,0.0,0.0,0.0,0.0
50728,0.0,0.0,0.0,0.0
5072x44292,0.0,0.0,0.0,0.0
5072x973,0.0,0.0,0.0,0.0
5074,0.0,0.0,0.0,0.0
50760,0.0,0.0,0.0,0.0
5077x78084,0.0,0.0,0.0,0.0
508,0.0,0.0,0.0,0.0
508)899,0.0,0.0,0.0,0.0
50817,0.0,0.0,0.0,0.0
5081x8834,0.0,0.0,0.0,0.0
5082,0.0,0.0,0.0,0.0
5082x22098,0.0,0.0,0.0,0.0
5083x8770,0.0,0.0,0.0,0.0
5086x316,0.0,0.0,0.0,0.0
5087117477,0.0,0.0,0.0,0.0
5087x090,0.0,0.0,0.0,0.0
509,0.0,0.0,0.0,0.0
509)845,0.0,0.0,0.0,0.0
50902,0.0,0.0,0.0,0.0
5090x82118,0.0,0.0,0.0,0.0
50918,0.0,0.0,0.0,0.0
5092,0.0,0.0,0.0,0.0
50922,0.0,0.0,0.0,0.0
50923,0.0,0.0,0.0,0.0
50925,0.0,0.0,0.0,0.0
50934,0.0,0.0,0.0,0.0
50941,0.0,0.0,0.0,0.0
50946,0.0,0.0,0.0,0.0
50950,0.0,0.0,0.0,0.0
5099,0.0,0.0,0.0,0.0
50991,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0
510,0.0,0.0,0.0,0.0
510)443,0.0,0.0,0.0,0.0
51053,0.0,0.0,0.0,0.0
51056,0.0,0.0,0.0,0.0
5105x22189,0.0,0.0,0.0,0.0
5108514818,0.0,0.0,0.0,0.0
5109,0.0,0.0,0.0,0.0
51092,0.0,0.0,0.0,0.0
511,0.0,0.0,0.0,0.0
5110,0.0,0.0,0.0,0.0
51147,0.0,0.0,0.0,0.0
5115,0.0,0.0,0.0,0.0
51158,0.0,0.0,0.0,0.0
51166,0.0,0.0,0.0,0.0
5118,0.0,0.0,0.0,0.0
51186,0.0,0.0,0.0,0.0
51194,0.0,0.0,0.0,0.0
512,0.0,0.0,0.0,0.0
512)519,0.0,0.0,0.0,0.0
512)660,0.0,0.0,0.0,0.0
512)881,0.0,0.0,0.0,0.0
5122,0.0,0.0,0.0,0.0
5123,0.0,0.0,0.0,0.0
51248,0.0,0.0,0.0,0.0
51254,0.0,0.0,0.0,0.0
5126,0.0,0.0,0.0,0.0
5127,0.0,0.0,0.0,0.0
51287,0.0,0.0,0.0,0.0
51289,0.0,0.0,0.0,0.0
513,0.0,0.0,0.0,0.0
513.428.4202x4076,0.0,0.0,0.0,0.0
513.693.4982,0.0,0.0,0.0,0.0
5131,0.0,0.0,0.0,0.0
5132,0.0,0.0,0.0,0.0
51326,0.0,0.0,0.0,0.0
5133,0.0,0.0,0.0,0.0
51362,0.0,0.0,0.0,0.0
51363,0.0,0.0,0.0,0.0
51364,0.0,0.0,0.0,0.0
514,0.0,0.0,0.0,0.0
5140x90477,0.0,0.0,0.0,0.0
5143,0.0,0.0,0.0,0.0
51444,0.0,0.0,0.0,0.0
5145x442,0.0,0.0,0.0,0.0
51491,0.0,0.0,0.0,0.0
514L,0.0,0.0,0.0,0.0
515,0.0,0.0,0.0,0.0
515.280.3767x4442,0.0,0.0,0.0,0.0
515.325.5408x3566,0.0,0.0,0.0,0.0
515389168,0.0,0.0,0.0,0.0
5154,0.0,0.0,0.0,0.0
5158,0.0,0.0,0.0,0.0
516,0.0,0.0,0.0,0.0
51635,0.0,0.0,0.0,0.0
51637,0.0,0.0,0.0,0.0
516447959,0.0,0.0,0.0,0.0
51667,0.0,0.0,0.0,0.0
5166x928,0.0,0.0,0.0,0.0
5168,0.0,0.0,0.0,0.0
51685,0.0,0.0,0.0,0.0
517,0.0,0.0,0.0,0.0
517.743.6606x0617,0.0,0.0,0.0,0.0
5176,0.0,0.0,0.0,0.0
5176059888,0.0,0.0,0.0,0.0
51773,0.0,0.0,0.0,0.0
5177477002,0.0,0.0,0.0,0.0
51796,0.0,0.0,0.0,0.0
518,0.0,0.0,0.0,0.0
518)314,0.0,0.0,0.0,0.0
518.246.6699,0.0,0.0,0.0,0.0
5180,0.0,0.0,0.0,0.0
5180x4419,0.0,0.0,0.0,0.0
5182x88530,0.0,0.0,0.0,0.0
5184,0.0,0.0,0.0,0.0
51867,0.0,0.0,0.0,0.0
5187,0.0,0.0,0.0,0.0
518804918,0.0,0.0,0.0,0.0
51884,0.0,0.0,0.0,0.0
5189185396,0.0,0.0,0.0,0.0
519,0.0,0.0,0.0,0.0
5190,0.0,0.0,0.0,0.0
5191,0.0,0.0,0.0,0.0
519446294,0.0,0.0,0.0,0.0
51966,0.0,0.0,0.0,0.0
5198,0.0,0.0,0.0,0.0
51984,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0
520,0.0,0.0,0.0,0.0
520)347,0.0,0.0,0.0,0.0
520)363,0.0,0.0,0.0,0.0
5202,0.0,0.0,0.0,0.0
5204,0.0,0.0,0.0,0.0
521,0.0,0.0,0.0,0.0
5210,0.0,0.0,0.0,0.0
5212044111,0.0,0.0,0.0,0.0
521693091,0.0,0.0,0.0,0.0
5218x59940,0.0,0.0,0.0,0.0
522,0.0,0.0,0.0,0.0
522)241,0.0,0.0,0.0,0.0
522.740.5522,0.0,0.0,0.0,0.0
52202,0.0,0.0,0.0,0.0
5221,0.0,0.0,0.0,0.0
52226,0.0,0.0,0.0,0.0
5222x772,0.0,0.0,0.0,0.0
52230,0.0,0.0,0.0,0.0
52244,0.0,0.0,0.0,0.0
52269,0.0,0.0,0.0,0.0
5228x1378,0.0,0.0,0.0,0.0
523,0.0,0.0,0.0,0.0
523.820.9077,0.0,0.0,0.0,0.0
523175244,0.0,0.0,0.0,0.0
52336,0.0,0.0,0.0,0.0
52344,0.0,0.0,0.0,0.0
52345,0.0,0.0,0.0,0.0
52349,0.0,0.0,0.0,0.0
5234x227,0.0,0.0,0.0,0.0
5237x34377,0.0,0.0,0.0,0.0
523906043,0.0,0.0,0.0,0.0
52399,0.0,0.0,0.0,0.0
523TTD,0.0,0.0,0.0,0.0
524,0.0,0.0,0.0,0.0
52427,0.0,0.0,0.0,0.0
52480,0.0,0.0,0.0,0.0
52486,0.0,0.0,0.0,0.0
525,0.0,0.0,0.0,0.0
525)387,0.0,0.0,0.0,0.0
525.806.0631x73240,0.0,0.0,0.0,0.0
52503,0.0,0.0,0.0,0.0
5254,0.0,0.0,0.0,0.0
5255,0.0,0.0,0.0,0.0
52559,0.0,0.0,0.0,0.0
5257,0.0,0.0,0.0,0.0
52581,0.0,0.0,0.0,0.0
526,0.0,0.0,0.0,0.0
526.420.8070x26830,0.0,0.0,0.0,0.0
526.706.5982,0.0,0.0,0.0,0.0
526.909.2351x17867,0.0,0.0,0.0,0.0
526.929.5242x33934,0.0,0.0,0.0,0.0
5260x0242,0.0,0.0,0.0,0.0
52652,0.0,0.0,0.0,0.0
5267,0.0,0.0,0.0,0.0
5268,0.0,0.0,0.0,0.0
527,0.0,0.0,0.0,0.0
527)303,0.0,0.0,0.0,0.0
527.514.1187x87554,0.0,0.0,0.0,0.0
527.632.2295,0.0,0.0,0.0,0.0
5270,0.0,0.0,0.0,0.0
5270x6502,0.0,0.0,0.0,0.0
52713,0.0,0.0,0.0,0.0
52726,0.0,0.0,0.0,0.0
527296876,0.0,0.0,0.0,0.0
5276x188,0.0,0.0,0.0,0.0
52774,0.0,0.0,0.0,0.0
5277x8645,0.0,0.0,0.0,0.0
52783,0.0,0.0,0.0,0.0
528,0.0,0.0,0.0,0.0
528.644.6457,0.0,0.0,0.0,0.0
5281,0.0,0.0,0.0,0.0
5281x09863,0.0,0.0,0.0,0.0
52825,0.0,0.0,0.0,0.0
5282x40700,0.0,0.0,0.0,0.0
5285456946,0.0,0.0,0.0,0.0
52859,0.0,0.0,0.0,0.0
52869,0.0,0.0,0.0,0.0
529,0.0,0.0,0.0,0.0
52900P,0.0,0.0,0.0,0.0
52915,0.0,0.0,0.0,0.0
52926,0.0,0.0,0.0,0.0
52929,0.0,0.0,0.0,0.0
5293x82664,0.0,0.0,0.0,0.0
5294,0.0,0.0,0.0,0.0
5295,0.0,0.0,0.0,0.0
5295452794,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0
530,0.0,0.0,0.0,0.0
53006,0.0,0.0,0.0,0.0
5300x58453,0.0,0.0,0.0,0.0
53017,0.0,0.0,0.0,0.0
5303,0.0,0.0,0.0,0.0
5306x179,0.0,0.0,0.0,0.0
53076,0.0,0.0,0.0,0.0
5308,0.0,0.0,0.0,0.0
53092,0.0,0.0,0.0,0.0
5309x52224,0.0,0.0,0.0,0.0
531,0.0,0.0,0.0,0.0
531.205.7266x3756,0.0,0.0,0.0,0.0
531.706.5001x63520,0.0,0.0,0.0,0.0
5310,0.0,0.0,0.0,0.0
5312526911,0.0,0.0,0.0,0.0
5313,0.0,0.0,0.0,0.0
53140,0.0,0.0,0.0,0.0
5316,0.0,0.0,0.0,0.0
5317,0.0,0.0,0.0,0.0
53194,0.0,0.0,0.0,0.0
5319919763,0.0,0.0,0.0,0.0
532,0.0,0.0,0.0,0.0
532)456,0.0,0.0,0.0,0.0
532.406.8528x7825,0.0,0.0,0.0,0.0
53225,0.0,0.0,0.0,0.0
53230,0.0,0.0,0.0,0.0
53239,0.0,0.0,0.0,0.0
5324,0.0,0.0,0.0,0.0
5325,0.0,0.0,0.0,0.0
53259,0.0,0.0,0.0,0.0
5328x0048,0.0,0.0,0.0,0.0
533,0.0,0.0,0.0,0.0
533.264.2876,0.0,0.0,0.0,0.0
533.700.3642x49265,0.0,0.0,0.0,0.0
53304,0.0,0.0,0.0,0.0
53339,0.0,0.0,0.0,0.0
533449578,0.0,0.0,0.0,0.0
533449859,0.0,0.0,0.0,0.0
5335,0.0,0.0,0.0,0.0
5336609284,0.0,0.0,0.0,0.0
5338105811,0.0,0.0,0.0,0.0
5339,0.0,0.0,0.0,0.0
534,0.0,0.0,0.0,0.0
534.270.8636x545,0.0,0.0,0.0,0.0
53417,0.0,0.0,0.0,0.0
5344,0.0,0.0,0.0,0.0
5344x56058,0.0,0.0,0.0,0.0
53469,0.0,0.0,0.0,0.0
53472,0.0,0.0,0.0,0.0
53481,0.0,0.0,0.0,0.0
535,0.0,0.0,0.0,0.0
535.325.1791,0.0,0.0,0.0,0.0
535.766.0109x2361,0.0,0.0,0.0,0.0
5350x357,0.0,0.0,0.0,0.0
5352x72007,0.0,0.0,0.0,0.0
535466750,0.0,0.0,0.0,0.0
53557,0.0,0.0,0.0,0.0
5357121605,0.0,0.0,0.0,0.0
5359,0.0,0.0,0.0,0.0
536,0.0,0.0,0.0,0.0
536.806.5234,0.0,0.0,0.0,0.0
53631,0.0,0.0,0.0,0.0
5364,0.0,0.0,0.0,0.0
5366x293,0.0,0.0,0.0,0.0
5368,0.0,0.0,0.0,0.0
537,0.0,0.0,0.0,0.0
5370,0.0,0.0,0.0,0.0
53710,0.0,0.0,0.0,0.0
5371x4142,0.0,0.0,0.0,0.0
53721,0.0,0.0,0.0,0.0
53728,0.0,0.0,0.0,0.0
5373,0.0,0.0,0.0,0.0
5374,0.0,0.0,0.0,0.0
53754,0.0,0.0,0.0,0.0
5376508063,0.0,0.0,0.0,0.0
5376x0044,0.0,0.0,0.0,0.0
5377x44157,0.0,0.0,0.0,0.0
538,0.0,0.0,0.0,0.0
538.505.4020,0.0,0.0,0.0,0.0
53804,0.0,0.0,0.0,0.0
53823,0.0,0.0,0.0,0.0
5383,0.0,0.0,0.0,0.0
5384,0.0,0.0,0.0,0.0
5385x168,0.0,0.0,0.0,0.0
53889,0.0,0.0,0.0,0.0
539,0.0,0.0,0.0,0.0
539)636,0.0,0.0,0.0,0.0
539.701.1095,0.0,0.0,0.0,0.0
5391,0.0,0.0,0.0,0.0
53929,0.0,0.0,0.0,0.0
5393x9897,0.0,0.0,0.0,0.0
5393x990,0.0,0.0,0.0,0.0
53943,0.0,0.0,0.0,0.0
5395,0.0,0.0,0.0,0.0
5397,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0
540,0.0,0.0,0.0,0.0
540)217,0.0,0.0,0.0,0.0
540)536,0.0,0.0,0.0,0.0
540.585.4899x06716,0.0,0.0,0.0,0.0
540.802.3280x7517,0.0,0.0,0.0,0.0
5406,0.0,0.0,0.0,0.0
5406x776,0.0,0.0,0.0,0.0
5407,0.0,0.0,0.0,0.0
54078,0.0,0.0,0.0,0.0
5408,0.0,0.0,0.0,0.0
541,0.0,0.0,0.0,0.0
541)374,0.0,0.0,0.0,0.0
541)503,0.0,0.0,0.0,0.0
54108,0.0,0.0,0.0,0.0
5410x7370,0.0,0.0,0.0,0.0
5411,0.0,0.0,0.0,0.0
5411x7692,0.0,0.0,0.0,0.0
54122,0.0,0.0,0.0,0.0
54144,0.0,0.0,0.0,0.0
5416,0.0,0.0,0.0,0.0
5416925645,0.0,0.0,0.0,0.0
5417x58533,0.0,0.0,0.0,0.0
5417x806,0.0,0.0,0.0,0.0
5419,0.0,0.0,0.0,0.0
54191,0.0,0.0,0.0,0.0
542,0.0,0.0,0.0,0.0
542)963,0.0,0.0,0.0,0.0
5421,0.0,0.0,0.0,0.0
54218,0.0,0.0,0.0,0.0
5422,0.0,0.0,0.0,0.0
5429x95127,0.0,0.0,0.0,0.0
543,0.0,0.0,0.0,0.0
543.225.7638,0.0,0.0,0.0,0.0
543.667.4396,0.0,0.0,0.0,0.0
543.738.2010,0.0,0.0,0.0,0.0
5430,0.0,0.0,0.0,0.0
54316,0.0,0.0,0.0,0.0
54317,0.0,0.0,0.0,0.0
5433027385,0.0,0.0,0.0,0.0
54334,0.0,0.0,0.0,0.0
5436,0.0,0.0,0.0,0.0
5438,0.0,0.0,0.0,0.0
54384,0.0,0.0,0.0,0.0
544,0.0,0.0,0.0,0.0
544)428,0.0,0.0,0.0,0.0
544)921,0.0,0.0,0.0,0.0
5440,0.0,0.0,0.0,0.0
5440x6524,0.0,0.0,0.0,0.0
54451,0.0,0.0,0.0,0.0
5445132704,0.0,0.0,0.0,0.0
54462,0.0,0.0,0.0,0.0
54467,0.0,0.0,0.0,0.0
5446x9618,0.0,0.0,0.0,0.0
544939431,0.0,0.0,0.0,0.0
5449H,0.0,0.0,0.0,0.0
545,0.0,0.0,0.0,0.0
545)762,0.0,0.0,0.0,0.0
5450,0.0,0.0,0.0,0.0
5452,0.0,0.0,0.0,0.0
5455,0.0,0.0,0.0,0.0
54553,0.0,0.0,0.0,0.0
54566,0.0,0.0,0.0,0.0
54575,0.0,0.0,0.0,0.0
546,0.0,0.0,0.0,0.0
546.989.5881,0.0,0.0,0.0,0.0
5465,0.0,0.0,0.0,0.0
54677,0.0,0.0,0.0,0.0
5469,0.0,0.0,0.0,0.0
5469x60295,0.0,0.0,0.0,0.0
547,0.0,0.0,0.0,0.0
5470,0.0,0.0,0.0,0.0
54735,0.0,0.0,0.0,0.0
5474,0.0,0.0,0.0,0.0
54746,0.0,0.0,0.0,0.0
54756,0.0,0.0,0.0,0.0
5475x38792,0.0,0.0,0.0,0.0
54779,0.0,0.0,0.0,0.0
54784,0.0,0.0,0.0,0.0
5479,0.0,0.0,0.0,0.0
548,0.0,0.0,0.0,0.0
54820,0.0,0.0,0.0,0.0
54863,0.0,0.0,0.0,0.0
54886,0.0,0.0,0.0,0.0
5489,0.0,0.0,0.0,0.0
549,0.0,0.0,0.0,0.0
549)868,0.0,0.0,0.0,0.0
549)869,0.0,0.0,0.0,0.0
54909,0.0,0.0,0.0,0.0
5491,0.0,0.0,0.0,0.0
54914,0.0,0.0,0.0,0.0
5493,0.0,0.0,0.0,0.0
5494x64218,0.0,0.0,0.0,0.0
5496,0.0,0.0,0.0,0.0
54963,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0
550,0.0,0.0,0.0,0.0
550.647.3991,0.0,0.0,0.0,0.0
5500,0.0,0.0,0.0,0.0
5504x2006,0.0,0.0,0.0,0.0
55054,0.0,0.0,0.0,0.0
5506,0.0,0.0,0.0,0.0
551,0.0,0.0,0.0,0.0
551)759,0.0,0.0,0.0,0.0
55132,0.0,0.0,0.0,0.0
5513330795,0.0,0.0,0.0,0.0
55135,0.0,0.0,0.0,0.0
55143,0.0,0.0,0.0,0.0
5514x743,0.0,0.0,0.0,0.0
5515x3348,0.0,0.0,0.0,0.0
5516,0.0,0.0,0.0,0.0
55162,0.0,0.0,0.0,0.0
55165,0.0,0.0,0.0,0.0
5517,0.0,0.0,0.0,0.0
5518,0.0,0.0,0.0,0.0
552,0.0,0.0,0.0,0.0
5521x997,0.0,0.0,0.0,0.0
5522x3244,0.0,0.0,0.0,0.0
5525,0.0,0.0,0.0,0.0
5526725610,0.0,0.0,0.0,0.0
55271,0.0,0.0,0.0,0.0
55285,0.0,0.0,0.0,0.0
55291,0.0,0.0,0.0,0.0
553,0.0,0.0,0.0,0.0
553)787,0.0,0.0,0.0,0.0
5530x779,0.0,0.0,0.0,0.0
5531x643,0.0,0.0,0.0,0.0
55342,0.0,0.0,0.0,0.0
5535,0.0,0.0,0.0,0.0
55364,0.0,0.0,0.0,0.0
55380,0.0,0.0,0.0,0.0
554,0.0,0.0,0.0,0.0
554)360,0.0,0.0,0.0,0.0
55401,0.0,0.0,0.0,0.0
55404,0.0,0.0,0.0,0.0
55429,0.0,0.0,0.0,0.0
554675641,0.0,0.0,0.0,0.0
5546x530,0.0,0.0,0.0,0.0
55481,0.0,0.0,0.0,0.0
5549x71976,0.0,0.0,0.0,0.0
555,0.0,0.0,0.0,0.0
55506,0.0,0.0,0.0,0.0
55531,0.0,0.0,0.0,0.0
5554x42252,0.0,0.0,0.0,0.0
5554x5249,0.0,0.0,0.0,0.0
5556x3233,0.0,0.0,0.0,0.0
55574,0.0,0.0,0.0,0.0
5558,0.0,0.0,0.0,0.0
556,0.0,0.0,0.0,0.0
5563,0.0,0.0,0.0,0.0
55675,0.0,0.0,0.0,0.0
5568,0.0,0.0,0.0,0.0
55684,0.0,0.0,0.0,0.0
55699,0.0,0.0,0.0,0.0
5569x95298,0.0,0.0,0.0,0.0
557,0.0,0.0,0.0,0.0
557)723,0.0,0.0,0.0,0.0
55707,0.0,0.0,0.0,0.0
55725,0.0,0.0,0.0,0.0
5573,0.0,0.0,0.0,0.0
5576391723,0.0,0.0,0.0,0.0
55778,0.0,0.0,0.0,0.0
5578,0.0,0.0,0.0,0.0
55785,0.0,0.0,0.0,0.0
5579,0.0,0.0,0.0,0.0
5579x26799,0.0,0.0,0.0,0.0
558,0.0,0.0,0.0,0.0
5582x636,0.0,0.0,0.0,0.0
558342797,0.0,0.0,0.0,0.0
5584,0.0,0.0,0.0,0.0
5585,0.0,0.0,0.0,0.0
55894,0.0,0.0,0.0,0.0
558XPX,0.0,0.0,0.0,0.0
559,0.0,0.0,0.0,0.0
5590,0.0,0.0,0.0,0.0
55909,0.0,0.0,0.0,0.0
55926,0.0,0.0,0.0,0.0
55932,0.0,0.0,0.0,0.0
55941,0.0,0.0,0.0,0.0
5596,0.0,0.0,0.0,0.0
5596U.,0.0,0.0,0.0,0.0
